73 
4.980289e+03 5.077666e+03 5.176947e+03 5.278170e+03 5.381371e+03 5.486590e+03 5.593867e+03 5.703241e+03 5.814754e+03 5.928447e+03 6.044363e+03 6.162545e+03 6.283038e+03 6.405887e+03 6.531138e+03 6.658839e+03 6.789036e+03 6.921778e+03 7.057116e+03 7.195101e+03 7.335783e+03 7.479216e+03 7.625453e+03 7.774550e+03 7.926562e+03 8.081546e+03 8.239560e+03 8.400664e+03 8.564918e+03 8.732384e+03 8.903124e+03 9.077202e+03 9.254684e+03 9.435637e+03 9.620127e+03 9.808225e+03 1.000000e+04 1.019553e+04 1.039487e+04 1.059812e+04 1.080534e+04 1.101661e+04 1.123201e+04 1.145163e+04 1.167553e+04 1.190382e+04 1.213657e+04 1.237387e+04 1.261581e+04 1.286248e+04 1.311397e+04 1.337039e+04 1.363181e+04 1.389835e+04 1.417009e+04 1.444715e+04 1.472963e+04 1.501763e+04 1.531127e+04 1.561064e+04 1.591587e+04 1.622706e+04 1.654434e+04 1.686783e+04 1.719763e+04 1.753389e+04 1.787672e+04 1.822626e+04 1.858263e+04 1.894596e+04 1.931640e+04 1.969409e+04 2.007916e+04 
   1.99731645048606410e-05    1.14378329777349634e-06 
   1.92102805999239123e-05    1.06282488746228854e-06 
   1.84760004784401133e-05    9.87552546797499198e-07 
   1.77693050015248488e-05    9.17565466464982648e-07 
   1.70894982799429940e-05    8.52491558594636365e-07 
   1.64353236168368610e-05    7.91985318629667878e-07 
   1.58059850605685170e-05    7.35725877393460631e-07 
   1.52006575365737362e-05    6.83415200634498371e-07 
   1.46182603035782677e-05    6.34776424472502475e-07 
   1.40580951892843586e-05    5.89552316111681789e-07 
   1.35192702372943785e-05    5.47504141637781014e-07 
   1.30009246889217778e-05    5.08411155604794751e-07 
   1.25023801044177318e-05    4.72068985272345910e-07 
   1.20228629615359850e-05    4.38287594773425410e-07 
   1.15616963074494095e-05    4.06889783398267923e-07 
   1.11181330437748471e-05    3.77710342247951037e-07 
   1.06915850643929389e-05    3.50595264466131974e-07 
   1.02813507744103916e-05    3.25401005784325862e-07 
   9.88683230818132586e-06    3.01993792304721596e-07 
   9.50745308347933360e-06    2.80248972622992800e-07 
   9.14257680240115889e-06    2.60050411562262440e-07 
   8.79171027878822287e-06    2.41289922949068541e-07 
   8.45434466090200232e-06    2.23866739012981609e-07 
   8.12986490916767224e-06    2.07687014134195982e-07 
   7.81788406067907005e-06    1.92663360798056303e-07 
   7.51788092578919986e-06    1.78714271536368604e-07 
   7.22940155106766014e-06    1.65764100759438405e-07 
   6.95201607125994769e-06    1.53742569358043951e-07 
   6.68528852809657792e-06    1.42584116945825231e-07 
   6.42881617463064714e-06    1.32227717230557012e-07 
   6.18220736969821161e-06    1.22616572612492914e-07 
   5.94508232731882913e-06    1.13697828667491782e-07 
   5.71706614971301263e-06    1.05422307276364131e-07 
   5.49782622083494488e-06    9.77442572345043909e-08 
   5.28702864899255331e-06    9.06211212446453003e-08 
   5.08431023438227214e-06    8.40133182605979330e-08 
   4.88940991849595719e-06    7.78840402135047499e-08 
   4.70201213242926741e-06    7.21991521183933741e-08 
   4.52180285825942718e-06    6.69266440536790653e-08 
   4.34851202835151440e-06    6.20368780194259553e-08 
   4.18191100792775217e-06    5.75023239741117929e-08 
   4.02168871993513477e-06    5.32974115609021929e-08 
   3.86764011717222189e-06    4.93983921419566100e-08 
   3.71953814326531074e-06    4.57832104331239791e-08 
   3.57708001874623704e-06    4.24313850792821828e-08 
   3.44012978470420450e-06    3.93238975553168770e-08 
   3.30841632456557733e-06    3.64430888194510985e-08 
   3.18179787062167208e-06    3.37725631845998231e-08 
   3.06000501681946702e-06    3.12970989097506254e-08 
   2.94291789482148403e-06    2.90025650472786249e-08 
   2.83031977299508242e-06    2.68758441137392816e-08 
   2.72204611495574511e-06    2.49047601811772074e-08 
   2.61791990885384962e-06    2.30780120135216804e-08 
   2.51780189164385604e-06    2.13851108982974603e-08 
   2.42152338492118702e-06    1.98163228478273718e-08 
   2.32893616325391406e-06    1.83626148664193243e-08 
   2.23991101666598524e-06    1.70156050008485068e-08 
   2.15428798466810179e-06    1.57675149748281596e-08 
   2.07195667611959067e-06    1.46111194779102387e-08 
   1.99278087775756063e-06    1.35397506893325373e-08 
   1.91664904469757147e-06    1.25472074040832676e-08 
   1.84341902975670990e-06    1.16277344983267573e-08 
   1.77301110149130636e-06    1.07759914254788377e-08 
   1.70529123755258638e-06    9.98702288599484892e-09 
   1.64017461901089234e-06    9.25623152521091458e-09 
   1.57754048490943433e-06    8.57935252298757931e-09 
   1.51731511366381966e-06    7.95242994772633981e-09 
   1.45939066797939887e-06    7.37179475561390163e-09 
   1.40368747270080974e-06    6.83404432371244772e-09 
   1.35011864066392206e-06    6.33602341280041862e-09 
   1.29859373287910529e-06    5.87480646269453738e-09 
   1.24904698228789357e-06    5.44768112918327890e-09 
   1.20139122095075379e-06    5.05213945718338049e-09 
   1.90068442018631600e-05     5.64642432846982324e-08  
   1.82816355779324979e-05     5.21848926205034475e-08  
   1.75841096005102671e-05     4.82312157464673551e-08  
   1.69133715156588593e-05     4.45785232697665555e-08  
   1.62682044860806840e-05     4.12039871186910166e-08  
   1.56478104612611801e-05     3.80864999756755182e-08  
   1.50511175045497936e-05     3.52065464970322827e-08  
   1.44771353796091518e-05     3.25460840979961660e-08  
   1.39252702513470439e-05     3.00884325980430827e-08  
   1.33943959128579593e-05     2.78181720730054090e-08  
   1.28838217762217155e-05     2.57210668023783202e-08  
   1.23928153573649169e-05     2.37839490664470812e-08  
   1.19205223625407086e-05     2.19946114664348236e-08  
   1.14662134745868727e-05     2.03417993022520803e-08  
   1.10293672062056203e-05     1.88151089908161562e-08  
   1.06091328777591087e-05     1.74049243385556262e-08  
